"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Alabama"	"01"	17	4779736	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Arizona"	"04"	38	6392017	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Arkansas"	"05"	11	2915918	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"California"	"06"	112	37253956	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Colorado"	"08"	11	5029196	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Florida"	"12"	69	18801310	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Georgia"	"13"	22	9687653	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Idaho"	"16"	11	1567582	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Illinois"	"17"	40	12830632	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Iowa"	"19"	14	3046355	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Kansas"	"20"	11	2853118	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Kentucky"	"21"	15	4339367	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Maryland"	"24"	11	5773552	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Massachusetts"	"25"	26	6547629	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Michigan"	"26"	35	9883640	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Minnesota"	"27"	23	5303925	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Mississippi"	"28"	12	2967297	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Missouri"	"29"	26	5988927	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"New York"	"36"	53	19378102	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"North Carolina"	"37"	27	9535483	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Ohio"	"39"	47	11536504	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Oklahoma"	"40"	16	3751351	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Oregon"	"41"	21	3831074	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Pennsylvania"	"42"	60	12702379	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"South Carolina"	"45"	19	4625364	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Tennessee"	"47"	36	6346105	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Texas"	"48"	70	25145561	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Virginia"	"51"	25	8001024	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Washington"	"53"	40	6724540	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	"Wisconsin"	"55"	23	5686986	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"California"	"06"	32	37253956	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Florida"	"12"	37	18801310	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Illinois"	"17"	11	12830632	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Michigan"	"26"	13	9883640	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Missouri"	"29"	11	5988927	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"New York"	"36"	16	19378102	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Ohio"	"39"	11	11536504	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Texas"	"48"	18	25145561	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	"Washington"	"53"	11	6724540	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Other cerebral infarction"	"I63.8"	"Florida"	"12"	16	18801310	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Other cerebral infarction"	"I63.8"	"Ohio"	"39"	27	11536504	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Alabama"	"01"	45	4779736	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Arizona"	"04"	55	6392017	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Arkansas"	"05"	61	2915918	2.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"California"	"06"	234	37253956	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Colorado"	"08"	25	5029196	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Connecticut"	"09"	32	3574097	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Florida"	"12"	226	18801310	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Georgia"	"13"	95	9687653	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Hawaii"	"15"	11	1360301	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Illinois"	"17"	161	12830632	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Indiana"	"18"	86	6483802	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Iowa"	"19"	31	3046355	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Kansas"	"20"	23	2853118	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Kentucky"	"21"	41	4339367	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Louisiana"	"22"	30	4533372	0.7
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Maryland"	"24"	55	5773552	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Massachusetts"	"25"	94	6547629	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Michigan"	"26"	177	9883640	1.8
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Minnesota"	"27"	53	5303925	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Mississippi"	"28"	37	2967297	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Missouri"	"29"	82	5988927	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Montana"	"30"	10	989415	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Nebraska"	"31"	12	1826341	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Nevada"	"32"	23	2700551	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"New Jersey"	"34"	77	8791894	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"New Mexico"	"35"	30	2059179	1.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"New York"	"36"	223	19378102	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"North Carolina"	"37"	121	9535483	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Ohio"	"39"	148	11536504	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Oklahoma"	"40"	25	3751351	0.7
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Oregon"	"41"	28	3831074	0.7
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Pennsylvania"	"42"	209	12702379	1.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Rhode Island"	"44"	12	1052567	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"South Carolina"	"45"	108	4625364	2.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Tennessee"	"47"	84	6346105	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Texas"	"48"	214	25145561	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Vermont"	"50"	18	625741	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Virginia"	"51"	106	8001024	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Washington"	"53"	61	6724540	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"West Virginia"	"54"	27	1852994	1.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction, unspecified"	"I63.9"	"Wisconsin"	"55"	77	5686986	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Alabama"	"01"	1527	4779736	31.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Alaska"	"02"	83	710231	11.7
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Arizona"	"04"	1178	6392017	18.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Arkansas"	"05"	981	2915918	33.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"California"	"06"	6613	37253956	17.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Colorado"	"08"	873	5029196	17.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Connecticut"	"09"	736	3574097	20.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Delaware"	"10"	202	897934	22.5
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"District of Columbia"	"11"	94	601723	15.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Florida"	"12"	4256	18801310	22.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Georgia"	"13"	1984	9687653	20.5
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Hawaii"	"15"	319	1360301	23.5
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Idaho"	"16"	345	1567582	22.0
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Illinois"	"17"	2947	12830632	23.0
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Indiana"	"18"	1681	6483802	25.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Iowa"	"19"	870	3046355	28.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Kansas"	"20"	765	2853118	26.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Kentucky"	"21"	1077	4339367	24.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Louisiana"	"22"	1172	4533372	25.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Maine"	"23"	337	1328361	25.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Maryland"	"24"	1143	5773552	19.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Massachusetts"	"25"	1218	6547629	18.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Michigan"	"26"	2052	9883640	20.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Minnesota"	"27"	1176	5303925	22.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Mississippi"	"28"	858	2967297	28.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Missouri"	"29"	1571	5988927	26.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Montana"	"30"	266	989415	26.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Nebraska"	"31"	491	1826341	26.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Nevada"	"32"	449	2700551	16.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"New Hampshire"	"33"	255	1316470	19.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"New Jersey"	"34"	1739	8791894	19.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"New Mexico"	"35"	431	2059179	20.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"New York"	"36"	3060	19378102	15.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"North Carolina"	"37"	2411	9535483	25.3
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"North Dakota"	"38"	221	672591	32.9
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Ohio"	"39"	2846	11536504	24.7
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Oklahoma"	"40"	1327	3751351	35.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Oregon"	"41"	966	3831074	25.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Pennsylvania"	"42"	3664	12702379	28.8
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Rhode Island"	"44"	227	1052567	21.6
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"South Carolina"	"45"	1213	4625364	26.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"South Dakota"	"46"	262	814180	32.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Tennessee"	"47"	1819	6346105	28.7
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Texas"	"48"	4813	25145561	19.1
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Utah"	"49"	433	2763885	15.7
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Vermont"	"50"	132	625741	21.1
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Virginia"	"51"	1816	8001024	22.7
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Washington"	"53"	1292	6724540	19.2
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"West Virginia"	"54"	651	1852994	35.1
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Wisconsin"	"55"	1389	5686986	24.4
	"Diseases of the circulatory system"	"I00-I99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	"Wyoming"	"56"	125	563626	22.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral aneurysm, nonruptured"	"I67.1"	"California"	"06"	21	37253956	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral aneurysm, nonruptured"	"I67.1"	"Florida"	"12"	25	18801310	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral aneurysm, nonruptured"	"I67.1"	"Georgia"	"13"	17	9687653	Unreliable
