,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017204,Montserrat,,500,B,118,102,82,73,89,116,132,132,117,103,89,64,38,27,20,62,"1,364",62,55,47,42,50,63,70,67,57,49,43,32,21,15,11,19,703,56,47,35,31,39,53,62,65,60,54,46,32,17,12,9,43,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017205,Puerto Rico,,630,B,"3,899","4,987","6,231","8,201","16,884","24,911","27,821","30,059","30,673","29,840","26,472","20,928","16,478","10,599","5,583","9,928","273,494","1,936","2,572","3,110","4,034","8,056","11,470","12,555","13,618","14,059","13,850","12,427","9,787","7,965","5,150","2,621","4,439","127,649","1,963","2,415","3,121","4,167","8,828","13,441","15,266","16,441","16,614","15,990","14,045","11,141","8,513","5,449","2,962","5,489","145,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017206,Saint Kitts and Nevis,,659,B,577,532,556,577,596,622,648,665,635,557,447,343,258,196,155,223,"7,587",296,271,274,280,292,316,344,367,357,314,250,192,145,107,81,106,"3,992",281,261,282,297,304,306,304,298,278,243,197,151,113,89,74,117,"3,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017207,Saint Lucia,,662,B,813,876,"1,064","1,138",921,"1,056","1,258","1,193","1,095",856,629,416,431,343,283,517,"12,889",413,443,538,577,462,520,616,589,550,441,325,215,228,184,151,254,"6,506",400,433,526,561,459,536,642,604,545,415,304,201,203,159,132,263,"6,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017208,Saint Vincent and the Grenadines,,670,B,439,393,407,433,439,394,333,300,293,277,239,192,145,107,84,120,"4,595",221,197,203,215,217,194,161,142,137,131,117,95,71,52,41,52,"2,246",218,196,204,218,222,200,172,158,156,146,122,97,74,55,43,68,"2,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017209,Sint Maarten (Dutch part),,534,B,"1,059","1,198","1,552","2,020","2,376","2,460","2,462","2,463","2,461","2,410","2,120","1,754","1,444","1,152",732,597,"28,260",526,594,726,956,"1,129","1,167","1,165","1,168","1,179","1,170","1,039",854,700,542,350,275,"13,540",533,604,826,"1,064","1,247","1,293","1,297","1,295","1,282","1,240","1,081",900,744,610,382,322,"14,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017210,Trinidad and Tobago,,780,B,"2,447","2,312","2,532","2,860","3,278","3,766","3,911","4,017","3,872","3,413","3,177","3,305","3,074","2,448","1,982","3,820","50,214","1,239","1,209","1,307","1,470","1,635","1,914","2,009","2,021","1,832","1,555","1,494","1,510","1,510","1,149",963,"1,671","24,488","1,208","1,103","1,225","1,390","1,643","1,852","1,902","1,996","2,040","1,858","1,683","1,795","1,564","1,299","1,019","2,149","25,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017211,Turks and Caicos Islands,,796,B,"1,471","1,263","1,226","1,491","2,080","2,586","2,677","2,494","2,244","1,979","1,630","1,254",920,623,338,258,"24,534",759,646,634,774,"1,079","1,343","1,409","1,326","1,192","1,035",829,627,457,315,160,110,"12,695",712,617,592,717,"1,001","1,243","1,268","1,168","1,052",944,801,627,463,308,178,148,"11,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017212,United States Virgin Islands,,850,B,"1,101","1,426","1,954","2,529","2,942","3,314","3,792","4,003","4,040","4,264","4,676","5,163","5,199","4,632","3,779","3,931","56,745",548,711,974,"1,228","1,373","1,511","1,731","1,833","1,818","1,880","2,060","2,353","2,494","2,303","1,925","1,998","26,740",553,715,980,"1,301","1,569","1,803","2,061","2,170","2,222","2,384","2,616","2,810","2,705","2,329","1,854","1,933","30,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017213,Central America,,916,,"286,008","266,301","202,001","154,267","143,299","149,163","153,146","144,259","128,521","111,764","93,240","74,376","59,641","45,196","32,083","49,554","2,092,819","146,369","135,413","102,064","74,625","67,762","70,176","73,879","71,538","65,614","57,475","47,487","38,202","31,180","24,329","17,131","24,350","1,047,594","139,639","130,888","99,937","79,642","75,537","78,987","79,267","72,721","62,907","54,289","45,753","36,174","28,461","20,867","14,952","25,204","1,045,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017214,Belize,,84,B R ,"1,496","1,730","1,905","2,767","4,663","6,470","7,110","6,866","6,260","5,455","4,417","3,489","2,643","1,897","1,293","1,537","59,998",649,764,859,"1,280","2,194","3,079","3,459","3,480","3,283","2,904","2,368","1,863","1,434","1,031",704,829,"30,180",847,966,"1,046","1,487","2,469","3,391","3,651","3,386","2,977","2,551","2,049","1,626","1,209",866,589,708,"29,818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017215,Costa Rica,,188,B R,"7,272","9,420","10,893","16,540","28,193","40,429","46,893","48,236","46,391","41,748","34,390","26,515","19,617","14,171","10,083","13,423","414,214","3,669","4,679","5,409","7,856","13,355","18,920","22,100","22,920","22,356","20,001","15,898","12,501","9,786","7,403","5,246","6,723","198,822","3,603","4,741","5,484","8,684","14,838","21,509","24,793","25,316","24,035","21,747","18,492","14,014","9,831","6,768","4,837","6,700","215,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017216,El Salvador,,222,B R,"2,055","1,839","1,733","2,336","3,720","4,948","5,215","4,535","3,707","3,202","2,644","2,053","1,483","1,050",737,"1,066","42,323","1,048",928,854,"1,070","1,664","2,331","2,566","2,237","1,782","1,514","1,259",975,695,449,323,434,"20,129","1,007",911,879,"1,266","2,056","2,617","2,649","2,298","1,925","1,688","1,385","1,078",788,601,414,632,"22,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017217,Guatemala,,320,B R,"5,264","4,374","3,722","4,304","6,243","8,032","8,663","8,468","7,853","6,961","5,566","4,119","2,899","2,027","1,439","1,594","81,528","2,995","2,409","1,937","2,055","2,729","3,353","3,639","3,699","3,606","3,344","2,769","2,085","1,468","1,027",729,798,"38,642","2,269","1,965","1,785","2,249","3,514","4,679","5,024","4,769","4,247","3,617","2,797","2,034","1,431","1,000",710,796,"42,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017218,Honduras,,340,B R,"2,300","1,871","1,622","2,050","3,198","4,168","4,325","3,976","3,496","3,010","2,440","1,902","1,458","1,110",827,947,"38,700",981,783,695,882,"1,299","1,948","2,325","2,299","2,108","1,829","1,482","1,125",863,657,490,552,"20,318","1,319","1,088",927,"1,168","1,899","2,220","2,000","1,677","1,388","1,181",958,777,595,453,337,395,"18,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017219,Mexico,,484,B R,"260,299","238,324","171,400","112,076","77,201","59,809","55,363","49,265","40,450","33,072","28,471","23,910","21,518","17,388","12,382","23,241","1,224,169","133,206","121,337","86,881","54,412","36,616","28,012","26,955","25,223","21,970","18,341","15,662","13,082","11,500","9,593","6,733","10,864","620,387","127,093","116,987","84,519","57,664","40,585","31,797","28,408","24,042","18,480","14,731","12,809","10,828","10,018","7,795","5,649","12,377","603,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017220,Nicaragua,,558,B R,"4,253","3,485","3,265","3,554","4,410","4,941","3,780","2,511","2,096","1,942","1,716","1,461","1,205",931,684,925,"41,159","2,233","1,814","1,659","1,763","2,142","2,414","1,875","1,272","1,088","1,047",958,821,678,528,385,508,"21,185","2,020","1,671","1,606","1,791","2,268","2,527","1,905","1,239","1,008",895,758,640,527,403,299,417,"19,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017221,Panama,,591,B,"3,069","5,258","7,461","10,640","15,671","20,366","21,797","20,402","18,268","16,374","13,596","10,927","8,818","6,622","4,638","6,821","190,728","1,588","2,699","3,770","5,307","7,763","10,119","10,960","10,408","9,421","8,495","7,091","5,750","4,756","3,641","2,521","3,642","97,931","1,481","2,559","3,691","5,333","7,908","10,247","10,837","9,994","8,847","7,879","6,505","5,177","4,062","2,981","2,117","3,179","92,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017222,South America,,931,,"226,680","242,615","265,217","308,880","416,006","535,103","586,964","560,359","507,722","450,619","387,800","332,542","315,608","264,214","216,565","398,729","6,015,623","116,192","124,439","134,064","152,095","199,918","254,443","284,539","275,262","250,976","226,601","195,591","168,183","154,735","132,954","107,419","175,428","2,952,839","110,488","118,176","131,153","156,785","216,088","280,660","302,425","285,097","256,746","224,018","192,209","164,359","160,873","131,260","109,146","223,301","3,062,784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017223,Argentina,,32,B,"30,274","42,878","57,986","86,053","141,187","188,030","215,279","209,217","191,725","172,580","150,561","130,057","139,795","116,557","95,781","196,564","2,164,524","15,306","21,334","28,304","40,435","64,041","84,451","97,264","95,086","87,542","80,186","71,866","63,337","65,324","55,753","44,908","81,179","996,316","14,968","21,544","29,682","45,618","77,146","103,579","118,015","114,131","104,183","92,394","78,695","66,720","74,471","60,804","50,873","115,385","1,168,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017224,Bolivia (Plurinational State of),,68,B,"17,242","13,326","11,360","10,511","12,066","14,540","14,192","11,800","9,925","8,638","7,141","5,652","4,264","3,183","2,254","2,743","148,837","8,769","6,844","5,804","5,070","6,211","7,593","7,596","6,438","5,452","4,714","3,892","3,122","2,384","1,692","1,157","1,266","78,004","8,473","6,482","5,556","5,441","5,855","6,947","6,596","5,362","4,473","3,924","3,249","2,530","1,880","1,491","1,097","1,477","70,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017225,Brazil,,76,B,"16,540","29,872","34,048","33,372","43,290","59,919","66,177","60,940","53,412","46,251","39,575","35,898","37,855","39,963","38,149","100,296","735,557","8,397","15,935","17,588","16,989","21,668","29,554","36,741","35,877","31,885","29,511","23,154","19,872","19,351","22,724","21,469","46,375","397,090","8,143","13,937","16,460","16,383","21,622","30,365","29,436","25,063","21,527","16,740","16,421","16,026","18,504","17,239","16,680","53,921","338,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017226,Chile,,152,B,"33,893","27,096","28,092","30,702","41,888","55,671","58,361","53,834","44,352","31,333","21,096","15,622","13,201","9,715","6,994","16,721","488,571","17,076","13,601","14,044","14,974","19,487","25,017","26,391","24,676","20,344","14,504","10,127","7,761","6,408","5,103","3,572","7,132","230,217","16,817","13,495","14,048","15,728","22,401","30,654","31,970","29,158","24,008","16,829","10,969","7,861","6,793","4,612","3,422","9,589","258,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017227,Colombia,,170,B,"15,163","12,189","10,167","10,790","12,570","13,652","12,987","11,133","9,269","7,771","6,393","5,350","4,484","3,747","2,939","3,715","142,319","8,062","6,351","5,204","5,434","6,288","6,860","6,813","6,151","5,322","4,485","3,683","3,022","2,570","2,006","1,574","1,980","75,805","7,101","5,838","4,963","5,356","6,282","6,792","6,174","4,982","3,947","3,286","2,710","2,328","1,914","1,741","1,365","1,735","66,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017228,Ecuador,,218,B R,"35,147","38,802","40,140","36,331","34,890","36,144","35,638","32,381","27,481","22,059","17,483","13,824","10,989","7,311","4,281","6,167","399,068","18,428","20,130","20,610","18,534","17,774","18,456","18,264","16,688","14,306","11,643","9,321","7,348","5,740","3,743","2,192","3,150","206,327","16,719","18,672","19,530","17,797","17,116","17,688","17,374","15,693","13,175","10,416","8,162","6,476","5,249","3,568","2,089","3,017","192,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017229,Falkland Islands (Malvinas),,238,B,103,93,86,98,130,157,163,158,145,124,98,73,54,36,22,39,"1,579",56,52,51,57,72,82,82,81,79,70,61,49,33,22,14,17,878,47,41,35,41,58,75,81,77,66,54,37,24,21,14,8,22,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017230,French Guiana,,254,B,"2,747","3,755","4,578","6,983","8,437","13,461","14,392","12,924","11,198","9,598","7,543","5,793","4,226","2,784","1,675","1,624","111,718","1,351","1,923","2,186","3,219","3,583","5,840","6,605","6,117","5,492","4,719","3,849","2,963","2,264","1,508",753,692,"53,064","1,396","1,832","2,392","3,764","4,854","7,621","7,787","6,807","5,706","4,879","3,694","2,830","1,962","1,276",922,932,"58,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017231,Guyana,,328,B,986,770,688,"1,003","1,565","1,961","1,894","1,601","1,298","1,025",773,609,477,371,248,261,"15,530",463,378,350,495,737,935,992,899,759,606,469,381,299,233,156,156,"8,308",523,392,338,508,828,"1,026",902,702,539,419,304,228,178,138,92,105,"7,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017232,Paraguay,,600,B,"5,972","6,462","7,630","9,786","12,865","15,243","16,105","15,789","14,753","13,463","11,244","9,209","7,308","5,615","3,942","5,133","160,519","3,120","3,357","3,919","4,974","6,506","7,726","8,219","8,156","7,731","7,171","6,064","5,014","3,973","2,997","1,991","2,494","83,412","2,852","3,105","3,711","4,812","6,359","7,517","7,886","7,633","7,022","6,292","5,180","4,195","3,335","2,618","1,951","2,639","77,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017233,Peru,,604,B,"6,681","6,215","6,915","6,948","6,306","6,239","7,010","7,273","6,874","6,426","5,822","5,141","4,489","3,946","3,389","4,106","93,780","3,403","3,165","3,513","3,489","3,110","3,040","3,428","3,638","3,537","3,383","3,088","2,684","2,257","1,889","1,533","1,800","46,957","3,278","3,050","3,402","3,459","3,196","3,199","3,582","3,635","3,337","3,043","2,734","2,457","2,232","2,057","1,856","2,306","46,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017234,Suriname,,740,C,"4,142","3,894","4,017","4,143","4,312","4,353","4,214","3,864","3,384","2,851","2,406","1,996","1,615","1,120",622,766,"47,699","2,190","2,062","2,137","2,193","2,267","2,276","2,216","2,084","1,893","1,648","1,426","1,202",993,653,363,438,"26,041","1,952","1,832","1,880","1,950","2,045","2,077","1,998","1,780","1,491","1,203",980,794,622,467,259,328,"21,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017235,Uruguay,,858,B,"4,771","4,445","4,166","4,157","5,095","6,044","5,753","4,903","4,246","3,967","3,839","3,740","3,495","4,372","5,662","10,931","79,586","2,444","2,275","2,127","2,086","2,459","2,758","2,496","2,086","1,834","1,766","1,760","1,705","1,603","2,022","2,551","4,026","35,998","2,327","2,170","2,039","2,071","2,636","3,286","3,257","2,817","2,412","2,201","2,079","2,035","1,892","2,350","3,111","6,905","43,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017236,Venezuela (Bolivarian Republic of),,862,B,"53,019","52,818","55,344","68,003","91,405","119,689","134,799","134,542","129,660","124,533","113,826","99,578","83,356","65,494","50,607","49,663","1,426,336","27,127","27,032","28,227","34,146","45,715","59,855","67,432","67,285","64,800","62,195","56,831","49,723","41,536","32,609","25,186","24,723","714,422","25,892","25,786","27,117","33,857","45,690","59,834","67,367","67,257","64,860","62,338","56,995","49,855","41,820","32,885","25,421","24,940","711,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017237,NORTHERN AMERICA,,905,,"374,173","828,252","1,222,434","1,926,948","3,052,937","4,424,197","5,500,725","5,931,693","5,980,122","5,721,758","5,178,639","4,474,869","3,744,690","3,087,927","2,359,601","3,855,189","57,664,154","191,855","421,592","609,275","982,062","1,607,338","2,269,356","2,754,239","2,932,112","2,939,238","2,809,396","2,542,507","2,166,304","1,758,604","1,415,921","1,044,306","1,524,331","27,968,436","182,318","406,660","613,159","944,886","1,445,599","2,154,841","2,746,486","2,999,581","3,040,884","2,912,362","2,636,132","2,308,565","1,986,086","1,672,006","1,315,295","2,330,858","29,695,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017238,Bermuda,,60,B,632,606,514,491,583,"1,563","2,174","2,264","2,100","1,825","1,539","1,301","1,072",820,609,861,"18,954",328,293,238,216,263,740,"1,095","1,211","1,109",951,746,649,498,373,256,287,"9,253",304,313,276,275,320,823,"1,079","1,053",991,874,793,652,574,447,353,574,"9,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017239,Canada,,124,B,"59,550","192,105","271,644","306,976","360,807","562,059","764,139","769,657","706,287","669,904","634,763","560,933","489,781","458,059","394,376","660,186","7,861,226","30,263","96,679","137,630","159,892","184,445","266,990","344,484","356,169","336,511","324,326","309,054","272,214","237,906","224,646","187,613","294,278","3,763,100","29,287","95,426","134,014","147,084","176,362","295,069","419,655","413,488","369,776","345,578","325,709","288,719","251,875","233,413","206,763","365,908","4,098,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017240,Greenland,,304,B,185,250,186,115,242,467,659,684,607,589,604,524,482,270,87,63,"6,014",97,130,90,59,143,234,362,445,418,428,450,386,354,234,77,48,"3,955",88,120,96,56,99,233,297,239,189,161,154,138,128,36,10,15,"2,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017241,Saint Pierre and Miquelon,,666,B,45,51,68,72,69,89,98,101,96,89,70,46,24,14,10,48,990,24,27,35,38,37,47,50,52,52,51,38,25,13,8,5,17,519,21,24,33,34,32,42,48,49,44,38,32,21,11,6,5,31,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
